,course_title,url,tags,content
3892,instant harmonica - play 'can't help falling in love' now!,https://www.udemy.com/instant-harmonica-play-cant-help-falling-in-love-now/,Musical Instruments,instant harmonica  play cant help falling love now musical instruments
3893,instant harmonica - play christmas + birthday songs now!,https://www.udemy.com/instant-harmonica-play-christmas-and-birthday-songs-now/,Musical Instruments,instant harmonica  play christmas  birthday songs now musical instruments
3894,instant harmonica - play dylan's blowing in the wind today!,https://www.udemy.com/instant-harmonica-play-dylans-blowing-in-the-wind-today/,Musical Instruments,instant harmonica  play dylans blowing wind today musical instruments
3895,instant harmonica - play dylan's like a rolling stone now!,https://www.udemy.com/instant-harmonica-play-dylans-like-a-rolling-stone-now/,Musical Instruments,instant harmonica  play dylans like rolling stone now musical instruments
3896,instant harmonica - play 'i just called to say i love you',https://www.udemy.com/instant-harmonica-play-i-just-called-to-say-i-love-you/,Musical Instruments,instant harmonica  play i called love you musical instruments
3897,instant harmonica - play jazzy autumn leaves now (part one),https://www.udemy.com/instant-harmonica-play-jazzy-autumn-leaves-now-part-one/,Musical Instruments,instant harmonica  play jazzy autumn leaves part one musical instruments
3898,instant harmonica - play jazzy autumn leaves now (part two),https://www.udemy.com/instant-harmonica-play-jazzy-autumn-leaves-now-part-two/,Musical Instruments,instant harmonica  play jazzy autumn leaves part two musical instruments
3899,instant harmonica - play leonard cohen's hallelujah now!,https://www.udemy.com/instant-harmonica-play-leonard-cohens-hallelujah-now/,Musical Instruments,instant harmonica  play leonard cohens hallelujah now musical instruments
3900,instant harmonica - play over the rainbow + skye boat now!,https://www.udemy.com/instant-harmonica-play-over-the-rainbow-skye-boat-now/,Musical Instruments,instant harmonica  play rainbow  skye boat now musical instruments
3901,instant harmonica - play scarborough fair in 8 easy lectures,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/,Musical Instruments,instant harmonica  play scarborough fair 8 easy lectures musical instruments
3902,instant harmonica - play somewhere over the rainbow now!,https://www.udemy.com/instant-harmonica-play-somewhere-over-the-rainbow-now/,Musical Instruments,instant harmonica  play rainbow now musical instruments
3903,instant harmonica - play star wars + the lion sleeps now!,https://www.udemy.com/instant-harmonica-play-star-wars-and-the-lion-sleeps-now/,Musical Instruments,instant harmonica  play star wars  lion sleeps now musical instruments
3904,instant harmonica - play summertime + drunken sailor now!,https://www.udemy.com/instant-harmonica-play-summertime-and-drunken-sailor-now/,Musical Instruments,instant harmonica  play summertime  drunken sailor now musical instruments
3905,instant harmonica - play summertime in 8 fun & easy lessons,https://www.udemy.com/instant-harmonica-play-summertime-in-8-fun-easy-lessons/,Musical Instruments,instant harmonica  play summertime 8 fun  easy lessons musical instruments
3906,instant harmonica - play the cool tune dirty old town now!,https://www.udemy.com/instant-harmonica-play-the-cool-celtic-tune-dirty-old-town/,Musical Instruments,instant harmonica  play cool tune dirty old town now musical instruments
3907,instant harmonica - play the drunken sailor sea shanty now! ,https://www.udemy.com/instant-harmonica-play-the-drunken-sailor-sea-shanty-now/,Musical Instruments,instant harmonica  play drunken sailor sea shanty now musical instruments
3908,instant harmonica - play the gorgeous skye boat song now!,https://www.udemy.com/instant-harmonica-play-the-gorgeous-skye-boat-song-now/,Musical Instruments,instant harmonica  play gorgeous skye boat song now musical instruments
3909,instant harmonica - play the great irish tune molly malone!,https://www.udemy.com/instant-harmonica-play-the-irish-tune-molly-molone-today/,Musical Instruments,instant harmonica  play great irish tune molly malone musical instruments
3910,instant harmonica - play the groovy beatles yesterday today!,https://www.udemy.com/instant-harmonica-play-the-groovy-beatles-yesterday-today/,Musical Instruments,instant harmonica  play groovy beatles yesterday today musical instruments
3911,instant harmonica - play the groovy irish washerwoman now!,https://www.udemy.com/instant-harmonica-play-the-groovy-irish-washerwoman-now/,Musical Instruments,instant harmonica  play groovy irish washerwoman now musical instruments
3912,instant harmonica - play the groovy valens la bamba now!,https://www.udemy.com/instant-harmonica-play-the-groovy-valens-la-bamba-now/,Musical Instruments,instant harmonica  play groovy valens la bamba now musical instruments
3913,instant harmonica - play the irish anthem danny boy today!,https://www.udemy.com/instant-harmonica-play-the-irish-anthem-danny-boy-today/,Musical Instruments,instant harmonica  play irish anthem danny boy today musical instruments
3914,instant harmonica - play the irish tune whiskey in the jar!,https://www.udemy.com/instant-harmonica-play-the-irish-tune-whiskey-in-the-jar/,Musical Instruments,instant harmonica  play irish tune whiskey jar musical instruments
3915,instant harmonica - play the kesh (part 2) - easy and fun!,https://www.udemy.com/instant-harmonica-play-the-kesh-part-2-easy-and-fun/,Musical Instruments,instant harmonica  play kesh part 2  easy fun musical instruments
3916,instant harmonica - play the kesh (pt 1) it's easy and fun!,https://www.udemy.com/instant-harmonica-play-the-kesh-part-1-easy-and-fun/,Musical Instruments,instant harmonica  play kesh pt 1 easy fun musical instruments
3917,instant harmonica - play the lion sleeps tonight - today!,https://www.udemy.com/instant-harmonica-play-the-lion-sleeps-tonight-today/,Musical Instruments,instant harmonica  play lion sleeps tonight  today musical instruments
3918,instant harmonica - play the old popeye spinach song now !,https://www.udemy.com/instant-harmonica-play-the-old-popeye-spinach-song-now/,Musical Instruments,instant harmonica  play old popeye spinach song  musical instruments
3919,instant harmonica - play this classic 8 bar blues tune!,https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/,Musical Instruments,instant harmonica  play classic 8 bar blues tune musical instruments
3920,instant harmonica - play this classic game of thrones theme!,https://www.udemy.com/instant-harmonica-play-this-classic-game-of-thrones-theme/,Musical Instruments,instant harmonica  play classic game thrones theme musical instruments
3921,instant harmonica - play two star wars themes in 30 minutes ,https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/,Musical Instruments,instant harmonica  play star wars themes 30 minutes musical instruments
3922,instant harmonica - play when the saints on harmonica now!,https://www.udemy.com/instant-harmonica-play-when-the-saints-on-harmonica-now/,Musical Instruments,instant harmonica  play saints harmonica now musical instruments
3923,instant harmonica - play whiskey in the jar + molly malone!,https://www.udemy.com/instant-harmonica-play-whiskey-in-the-jar-molly-malone/,Musical Instruments,instant harmonica  play whiskey jar  molly malone musical instruments
3924,instant harmonica - play yesterday + scarborough fair today!,https://www.udemy.com/instant-harmonica-play-yesterday-scarborough-fair-today/,Musical Instruments,instant harmonica  play yesterday  scarborough fair today musical instruments
3925,interaction design specialist for web developers,https://www.udemy.com/interaction-design-specialist-for-web-developers/,web development software development,interaction design specialist web developers web development software development
3926,interactive dynamic javascript for beginners dom,https://www.udemy.com/javascript-dom/,web development software development,interactive dynamic javascript beginners dom web development software development
3927,interest rate swaps,https://www.udemy.com/interest-rate-swaps/,Business Finance,interest rate swaps business finance
3928,interiores sostenibles 101,https://www.udemy.com/interiores-sostenibles-101/,Graphic Design,interiores sostenibles 101 graphic design
3929,intermediate accounting 1: easy. fast. simple!,https://www.udemy.com/intermediateaccounting/,Business Finance,intermediate accounting 1 easy fast simple business finance
3930,intermediate options trading concepts for stocks and options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,Business Finance,intermediate options trading concepts stocks options business finance
3931,"internal controls - design, implementation and monitoring",https://www.udemy.com/internal-controls/,Business Finance,internal controls  design implementation monitoring business finance
3932,international tax  - tax beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,Business Finance,international tax  tax boundaries business finance
3933,international trade and new geographic economy,https://www.udemy.com/international-trade-and-new-geographic-economy/,Business Finance,international trade new geographic economy business finance
3934,interpreting financial statements,https://www.udemy.com/financialstatements/,Business Finance,interpreting financial statements business finance
3935,interpreting financial statements,https://www.udemy.com/financial-statements-focused-on-cash-flows/,Business Finance,interpreting financial statements business finance
3936,intro to adobe illustrator,https://www.udemy.com/intro-to-adobe-illustrator/,Graphic Design,intro adobe illustrator graphic design
3937,intro to financial modeling,https://www.udemy.com/intro-to-financial-modeling/,Business Finance,intro financial modeling business finance
3938,intro to financial statement audits,https://www.udemy.com/intro-financial-statement-audits/,Business Finance,intro financial statement audits business finance
3939,intro to git,https://www.udemy.com/intro-to-git/,web development software development,intro git web development software development
3940,intro to html & css: web development for beginners,https://www.udemy.com/intro-to-html-and-css-basics/,web development software development,intro html  css web development beginners web development software development
3941,intro to illustrator,https://www.udemy.com/intro-to-illustrator/,Graphic Design,intro illustrator graphic design
3942,intro to impact investing,https://www.udemy.com/intro-to-impact-investing/,Business Finance,intro impact investing business finance
3943,"intro to investment banking, m&a, ipo, modeling + free book",https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,Business Finance,intro investment banking ma ipo modeling  free book business finance
3944,intro to photoshop for merch by amazon,https://www.udemy.com/intro-to-photoshop-for-merch-by-amazon/,Graphic Design,intro photoshop merch amazon graphic design
3945,intro to php web application development with symfony,https://www.udemy.com/symfony-development/,web development software development,intro php web application development symfony web development software development
3946,introduction to accounting - analyzing financial statements,https://www.udemy.com/introduction-to-accounting-analyzing-financial-statements/,Business Finance,introduction accounting  analyzing financial statements business finance
3947,introduction to accounting : mastering financial statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,Business Finance,introduction accounting  mastering financial statements business finance
3948,introduction to accounting: the language of business,https://www.udemy.com/learnaccountingforfree/,Business Finance,introduction accounting language business business finance
3949,introduction to bitcoin for beginners,https://www.udemy.com/introduction-to-bitcoin-for-beginners/,Business Finance,introduction bitcoin beginners business finance
3950,introduction to bookkeeping (accounting),https://www.udemy.com/introduction-to-bookkeeping/,Business Finance,introduction bookkeeping accounting business finance
3951,introduction to bookkeeping and accounting,https://www.udemy.com/introduction-to-bookkeeping-and-accounting/,Business Finance,introduction bookkeeping accounting business finance
3952,introduction to bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,web development software development,introduction bootstrap 3 web development software development
3953,introduction to coding with ruby,https://www.udemy.com/newbie-to-ruby/,web development software development,introduction coding ruby web development software development
3954,introduction to corporate finance (mergers & acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,Business Finance,introduction corporate finance mergers  acquisitions business finance
3955,introduction to cryptocurrencies and blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,Business Finance,introduction cryptocurrencies blockchain business finance
3956,introduction to css development,https://www.udemy.com/refactoru-intro-to-css/,web development software development,introduction css development web development software development
3957,introduction to data analytics using microsoft power bi,https://www.udemy.com/data-analytics-powerbi/,web development software development,introduction data analytics microsoft power bi web development software development
3958,introduction to day trading,https://www.udemy.com/introduction-to-day-trading/,Business Finance,introduction day trading business finance
3959,introduction to digital payments ,https://www.udemy.com/payments/,Business Finance,introduction digital payments business finance
3960,introduction to elm,https://www.udemy.com/introduction-to-elm/,web development software development,introduction elm web development software development
3961,introduction to equity markets,https://www.udemy.com/introduction-to-equity-markets/,Business Finance,introduction equity markets business finance
3962,"introduction to finance, accounting, modeling and valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,Business Finance,introduction finance accounting modeling valuation business finance
3963,introduction to financial consolidation under ifrs,https://www.udemy.com/introduction-to-financial-consolidation-under-ifrs/,Business Finance,introduction financial consolidation ifrs business finance
3964,introduction to financial modeling,https://www.udemy.com/financial-modeling-asimplemodel/,Business Finance,introduction financial modeling business finance
3965,introduction to financial statement analysis,https://www.udemy.com/introduction-to-financial-statement-analysis/,Business Finance,introduction financial statement analysis business finance
3966,introduction to financial statements,https://www.udemy.com/introduction-to-financial-statements/,Business Finance,introduction financial statements business finance
3967,introduction to forex trading business for beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,Business Finance,introduction forex trading business beginners business finance
3968,introduction to frontend web development for  beginners,https://www.udemy.com/programming-for-web-development-from-scratch/,web development software development,introduction frontend web development beginners web development software development
3969,introduction to futures & options,https://www.udemy.com/introduction-to-futures-options/,Business Finance,introduction futures  options business finance
3970,introduction to futures trading and live trade demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,Business Finance,introduction futures trading live trade demonstration business finance
3971,introduction to gimp 2.8: tutorials for beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,Graphic Design,introduction gimp 28 tutorials beginners graphic design
3972,introduction to gypsy jazz guitar,https://www.udemy.com/gypsy-jazz-guitar-lessons/,Musical Instruments,introduction gypsy jazz guitar musical instruments
3973,introduction to health financing,https://www.udemy.com/introduction-to-health-financing/,Business Finance,introduction health financing business finance
3974,introduction to html,https://www.udemy.com/refactoru-intro-html/,web development software development,introduction html web development software development
3975,introduction to html course,https://www.udemy.com/introduction-to-html-course/,web development software development,introduction html course web development software development
3976,introduction to html5 canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,web development software development,introduction html5 canvas basics drawing web development software development
3977,introduction to java programming for online learners,https://www.udemy.com/learning-to-program-in-java-a-supplement-for-online-academic-learners/,web development software development,introduction java programming online learners web development software development
3978,introduction to laravel 4,https://www.udemy.com/introduction-to-laravel-4/,web development software development,introduction laravel 4 web development software development
3979,introduction to lead guitar,https://www.udemy.com/introduction-to-lead-guitar/,Musical Instruments,introduction lead guitar musical instruments
3980,introduction to modern programming with php,https://www.udemy.com/introduction-to-modern-programming-with-php/,web development software development,introduction modern programming php web development software development
3981,introduction to node.js development,https://www.udemy.com/refactoru-intro-nodejs/,web development software development,introduction nodejs development web development software development
3982,introduction to node.js for beginners,https://www.udemy.com/introduction-to-nodejs-for-beginners/,web development software development,introduction nodejs beginners web development software development
3983,introduction to options - strategies for consistent profits,https://www.udemy.com/introduction-to-options-start-trading-now/,Business Finance,introduction options  strategies consistent profits business finance
3984,introduction to photoshop cc: tutorials for beginners,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,Graphic Design,introduction photoshop cc tutorials beginners graphic design
3985,introduction to php slim microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,web development software development,introduction php slim microframework web development software development
3986,introduction to piano - by pgn piano!,https://www.udemy.com/introductiontopiano/,Musical Instruments,introduction piano  pgn piano musical instruments
3987,introduction to project management for finance and acct'g,https://www.udemy.com/introduction-to-project-management-m/,Business Finance,introduction project management finance acctg business finance
3988,introduction to qgis python programming,https://www.udemy.com/introduction-to-qgis-python-programming/,web development software development,introduction qgis python programming web development software development
3989,introduction to small business accounting training tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,Business Finance,introduction small business accounting training tutorial business finance
3990,introduction to the 8 pillars for accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,Business Finance,introduction 8 pillars accountants business finance
3991,introduction to the cfa program,https://www.udemy.com/cfa-introduction/,Business Finance,introduction cfa program business finance
3992,introduction to the economics of public services regulation,https://www.udemy.com/introduction-to-the-economics-of-public-services-regulation/,Business Finance,introduction economics public services regulation business finance
3993,introduction to the world of equity finance,https://www.udemy.com/equity-finance-basics/,Business Finance,introduction world equity finance business finance
3994,introduction to trade theory (technical analysis) for stocks,https://www.udemy.com/intro-price-theory-klatch-tminr/,Business Finance,introduction trade theory technical analysis stocks business finance
3995,introduction to ukulele 1,https://www.udemy.com/introduction-to-ukulele/,Musical Instruments,introduction ukulele 1 musical instruments
3996,introduction to value growth investing,https://www.udemy.com/introduction-to-value-growth-investing/,Business Finance,introduction value growth investing business finance
3997,introduction to voice design with amazon's alexa,https://www.udemy.com/amazonalexa/,web development software development,introduction voice design amazons alexa web development software development
3998,introduction to web development,https://www.udemy.com/introduction-to-web-development2/,web development software development,introduction web development web development software development
3999,introduction to web development: html,https://www.udemy.com/webdevelopment101_html/,web development software development,introduction web development html web development software development
4000,introduction to web programming for gis applications,https://www.udemy.com/introduction-to-web-programming-for-gis-applications/,web development software development,introduction web programming gis applications web development software development
4001,introductory financial accounting,https://www.udemy.com/introductory-financial-accounting/,Business Finance,introductory financial accounting business finance
4002,introductory forex trading course,https://www.udemy.com/introductory-forex-trading-course/,Business Finance,introductory forex trading course business finance
4003,introductory javascript made easy training tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,web development software development,introductory javascript easy training tutorial web development software development
4004,introductory to html and css,https://www.udemy.com/introductory-to-html-and-css/,web development software development,introductory html css web development software development
4005,invest like a pro!,https://www.udemy.com/mastering-darvas-trade-like-a-pro-on-the-stock-market/,Business Finance,invest like pro business finance
4006,investing 101: the complete online investing course,https://www.udemy.com/online-investing-guide/,Business Finance,investing 101 complete online investing course business finance
4007,investing and trading for beginners: mastering price charts,https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/,Business Finance,investing trading beginners mastering price charts business finance
4008,investing in stocks & shares,https://www.udemy.com/making-money-from-stocks-shares/,Business Finance,investing stocks  shares business finance
4009,"investing in stocks for big gains, fundamental investing",https://www.udemy.com/fundamental-analysis-of-stocks/,Business Finance,investing stocks big gains fundamental investing business finance
4010,investing in stocks with 10 simple rules,https://www.udemy.com/value-investing-rules/,Business Finance,investing stocks 10 simple rules business finance
4011,investing in stocks: avoid stock market loss,https://www.udemy.com/avoid-investment-lossesforecast-the-next-recession/,Business Finance,investing stocks avoid stock market loss business finance
4012,investing in stocks? master the art of covered calls selling,https://www.udemy.com/dont-leave-money-on-the-table-sell-covered-calls/,Business Finance,investing stocks master art covered calls selling business finance
4013,"investing internationally into real estate, stocks and bonds",https://www.udemy.com/investing-internationally-into-real-estate-stocks-and-bonds/,Business Finance,investing internationally real estate stocks bonds business finance
4014,investing: how i consistently beat the stock market,https://www.udemy.com/beat-the-stock-market/,Business Finance,investing consistently beat stock market business finance
4015,investing: how to fix hidden flaws inside your portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,Business Finance,investing fix hidden flaws inside portfolio business finance
4016,investment banking operations : securities trade life cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,Business Finance,investment banking operations  securities trade life cycle business finance
4017,investment banking: how to land a job on wall street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,Business Finance,investment banking land job wall street business finance
4018,investment crowdfunding 101 (a.k.a equity crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,Business Finance,investment crowdfunding 101 aka equity crowdfunding business finance
4019,investment portfolio analysis with excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,Business Finance,investment portfolio analysis excel business finance
4020,investment portfolio analysis with python,https://www.udemy.com/investment-portfolio-analysis-with-python/,Business Finance,investment portfolio analysis python business finance
4021,investment portfolio analysis with r,https://www.udemy.com/investment-portfolio-analysis-with-r/,Business Finance,investment portfolio analysis r business finance
4022,investments and financial markets,https://www.udemy.com/investments-and-financial-markets/,Business Finance,investments financial markets business finance
4023,iphone icons in ios7 - learn flat design,https://www.udemy.com/iphone-icon-secrets-flat-design/,Graphic Design,iphone icons ios7  learn flat design graphic design
4024,ipo fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,Business Finance,ipo fundamentals business finance
4025,java spring security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,web development software development,java spring security web development software development
4026,java web services part 2,https://www.udemy.com/javawebservicespart2/,web development software development,java web services 2 web development software development
4027,javascript - become higly paid front end developer,https://www.udemy.com/javascript-become-higly-paid-front-end-developer/,web development software development,javascript  higly paid end developer web development software development
4028,javascript - from beginner to pro-build real world js apps,https://www.udemy.com/javascript-from-beginner-to-pro-best-course/,web development software development,javascript  beginner probuild real world js apps web development software development
4029,javascript - tricks and workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,web development software development,javascript  tricks workarounds web development software development
4030,javascript : javascript awesomeness,https://www.udemy.com/javascript-javascript/,web development software development,javascript  javascript awesomeness web development software development
4031,javascript :basics for beginners,https://www.udemy.com/learn-javascript-fast/,web development software development,javascript basics beginners web development software development
4032,javascript 2017: become top rated web developer,https://www.udemy.com/become-professional-javascript-developer/,web development software development,javascript 2017 rated web developer web development software development
4033,javascript and jquery basics: start the journey,https://www.udemy.com/learn-javacript/,web development software development,javascript jquery basics start journey web development software development
4034,javascript basics for beginners introduction to coding,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/,web development software development,javascript basics beginners introduction coding web development software development
4035,javascript basics for web developers,https://www.udemy.com/javascript-basics-for-web-developers/,web development software development,javascript basics web developers web development software development
4036,javascript basics web development building blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,web development software development,javascript basics web development building blocks web development software development
4037,javascript complete for beginners with real world apps,https://www.udemy.com/javascript-complete-and-comprehensive/,web development software development,javascript complete beginners real world apps web development software development
4038,javascript complete guide to learning javascript,https://www.udemy.com/javascript-complete-guide-to-learning-javascript/,web development software development,javascript complete guide learning javascript web development software development
4039,javascript design patterns: 20 patterns for expert code,https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/,web development software development,javascript design patterns 20 patterns expert code web development software development
4040,javascript dom dynamic web interactive content boot camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,web development software development,javascript dom dynamic web interactive content boot camp web development software development
4041,javascript es6! a complete reference guide to javascript es6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,web development software development,javascript es6 complete reference guide javascript es6 web development software development
4042,javascript essentials,https://www.udemy.com/javascript-essentials/,web development software development,javascript essentials web development software development
4043,javascript for absolute beginners,https://www.udemy.com/javascript-for-absolute-beginners/,web development software development,javascript absolute beginners web development software development
4044,javascript for absolute beginners - level one,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,web development software development,javascript absolute beginners  level web development software development
4045,javascript for absolute beginners - level two,https://www.udemy.com/javascript-for-absolute-beginners-level-two/,web development software development,javascript absolute beginners  level web development software development
4046,javascript for beginners,https://www.udemy.com/java-script-quick-beginner-introduction/,web development software development,javascript beginners web development software development
4047,javascript for beginners,https://www.udemy.com/beginning-javascript/,web development software development,javascript beginners web development software development
4048,javascript for beginners - a complete guide,https://www.udemy.com/javascript-a-complete-guide/,web development software development,javascript beginners  complete guide web development software development
4049,javascript for beginners : learn javascript from scratch,https://www.udemy.com/javascript-course-for-beginners/,web development software development,javascript beginners  learn javascript scratch web development software development
4050,javascript for beginners in 1 hour,https://www.udemy.com/learn-javascript-in-1-hour-and-create-a-game-in-javascript/,web development software development,javascript beginners 1 hour web development software development
4051,javascript for beginners learn by doing practical exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,web development software development,javascript beginners learn practical exercises web development software development
4052,javascript for beginners welcome to learning javascript,https://www.udemy.com/javascript-for-beginners-course/,web development software development,javascript beginners welcome learning javascript web development software development
4053,javascript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,web development software development,javascript beginners live examples web development software development
4054,javascript for beginning web developers,https://www.udemy.com/learn-javascript-programming/,web development software development,javascript beginning web developers web development software development
4055,javascript from beginner to advanced,https://www.udemy.com/javascript-from-beginner-to-advanced/,web development software development,javascript beginner advanced web development software development
4056,javascript from beginner to advanced level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,web development software development,javascript beginner advanced level web development software development
4057,javascript from beginner to expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,web development software development,javascript beginner expert web development software development
4058,javascript from scratch for very beginners,https://www.udemy.com/javascript-basics-for-begginers/,web development software development,javascript scratch beginners web development software development
4059,javascript fundamentals,https://www.udemy.com/javascriptfundamentals/,web development software development,javascript fundamentals web development software development
4060,javascript game development: create your own breakout game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,web development software development,javascript game development create breakout game web development software development
4061,javascript high performance,https://www.udemy.com/javascript-high-performance/,web development software development,javascript high performance web development software development
4062,javascript html css project make a quiz tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,web development software development,javascript html css project quiz tutorial web development software development
4063,javascript in action javascript projects,https://www.udemy.com/javascript-in-action-learn-javascript-projects/,web development software development,javascript action javascript projects web development software development
4064,javascript intermediate level 1 - mastering the dom,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,web development software development,javascript intermediate level 1  mastering dom web development software development
4065,javascript intermediate level 2 - mastering functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,web development software development,javascript intermediate level 2  mastering functions web development software development
4066,javascript intermediate level 3 - json,https://www.udemy.com/javascript-intermediate-json-course/,web development software development,javascript intermediate level 3  json web development software development
4067,javascript intro to learning javascript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,web development software development,javascript intro learning javascript web programming web development software development
4068,javascript introduction to object oriented javascript,https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/,web development software development,javascript introduction object oriented javascript web development software development
4069,javascript manipulation of the dom document object model,https://www.udemy.com/javascript-manipulation-of-the-dom-document-object-model/,web development software development,javascript manipulation dom document object model web development software development
4070,javascript programming: javascript for beginners,https://www.udemy.com/learn-javascript-online/,web development software development,javascript programming javascript beginners web development software development
4071,javascript project learn to create a memory game and more,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,web development software development,javascript project learn create memory game web development software development
4072,javascript promises: applications in es6 and angularjs,https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/,web development software development,javascript promises applications es6 angularjs web development software development
4073,javascript rockstar how to create incredible useful code,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,web development software development,javascript rockstar create incredible useful code web development software development
4074,javascript specialist,https://www.udemy.com/javascript-specialist/,web development software development,javascript specialist web development software development
4075,javascript step by step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,web development software development,javascript step step apply web pages web development software development
4076,javascript the basics - javascript for beginners,https://www.udemy.com/javascript-the-basics-for-beginners/,web development software development,javascript basics  javascript beginners web development software development
4077,javascript tricks how to create code projects from scratch,https://www.udemy.com/learn-javascript-code-create-projects-from-scratch/,web development software development,javascript tricks create code projects scratch web development software development
4078,javascript tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,web development software development,javascript tutorial web development software development
4079,javascript tutorial: learn javascript code for beginners,https://www.udemy.com/javascript-tutorial-for-beginners/,web development software development,javascript tutorial learn javascript code beginners web development software development
4080,javascript with backbonejs and bootstrap css - advanced,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,web development software development,javascript backbonejs bootstrap css  advanced web development software development
4081,"javascript, jquery and ajax",https://www.udemy.com/ajax-calls-the-simplest-way/,web development software development,javascript jquery ajax web development software development
4082,javascript: understanding the weird parts,https://www.udemy.com/understand-javascript/,web development software development,javascript understanding weird parts web development software development
4083,jazz guitar reharmonization for autumn leaves,https://www.udemy.com/jazz-guitar-reharmonization-for-autumn-leaves/,Musical Instruments,jazz guitar reharmonization autumn leaves musical instruments
4084,"jazz guitar tips, tricks and licks",https://www.udemy.com/jazz-guitar-tips-tricks-and-licks/,Musical Instruments,jazz guitar tips tricks licks musical instruments
4085,jazz piano improvisation: the girl form ipanema. bossa nova,https://www.udemy.com/girl_from_ipanema/,Musical Instruments,jazz piano improvisation girl form ipanema bossa nova musical instruments
4086,"jekyll: make fast, secure static sites and blogs with jekyll",https://www.udemy.com/static-website-generator-fast-secure-sites-blogs-with-jekyll/,web development software development,jekyll fast secure static sites blogs jekyll web development software development
4087,jews harp - advanced course,https://www.udemy.com/jews-harp-advanced-course/,Musical Instruments,jews harp  advanced course musical instruments
4088,joomla 3 - the basics,https://www.udemy.com/joomla-3-the-basics/,web development software development,joomla 3  basics web development software development
4089,joomla 3 : develop a professional website in 3 simple steps!,https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/,web development software development,joomla 3  develop professional website 3 simple steps web development software development
4090,joomla for beginners - learn how to build a website with cms,https://www.udemy.com/joomla-for-beginners-build-a-website-with-joomla-cms/,web development software development,joomla beginners  learn build website cms web development software development
4091,joomla: create a joomla website this weekend with no coding!,https://www.udemy.com/joomla-create-a-joomla-website-this-weekend-with-no-coding/,web development software development,joomla create joomla website weekend coding web development software development
